id,ethnicity,religion,sign
32034,white,atheism,leo but it doesn&rsquo;t matter
32041,white,agnosticism but not too serious about it,capricorn but it doesn&rsquo;t matter
32056,asian,christianity but not too serious about it,libra and it&rsquo;s fun to think about
32076,"hispanic / latin, white",atheism and somewhat serious about it,leo
32080,"asian, pacific islander",judaism and laughing about it,pisces but it doesn&rsquo;t matter
32082,black,christianity but not too serious about it,pisces and it&rsquo;s fun to think about
32095,pacific islander,catholicism and somewhat serious about it,libra
32097,white,judaism but not too serious about it,libra but it doesn&rsquo;t matter
32099,white,agnosticism but not too serious about it,cancer but it doesn&rsquo;t matter
32108,"hispanic / latin, other",other but not too serious about it,aquarius and it&rsquo;s fun to think about
32112,other,christianity but not too serious about it,capricorn but it doesn&rsquo;t matter
32113,middle eastern,other,taurus but it doesn&rsquo;t matter
32116,white,other and very serious about it,gemini and it&rsquo;s fun to think about
32129,white,agnosticism but not too serious about it,virgo but it doesn&rsquo;t matter
32136,white,agnosticism and laughing about it,virgo and it&rsquo;s fun to think about
32145,white,atheism,aquarius
32147,black,christianity but not too serious about it,pisces but it doesn&rsquo;t matter
32155,white,atheism and very serious about it,aquarius but it doesn&rsquo;t matter
32169,"black, hispanic / latin, other",christianity,leo but it doesn&rsquo;t matter
32170,black,other and very serious about it,aries
32180,white,agnosticism,cancer
32206,white,agnosticism and very serious about it,gemini but it doesn&rsquo;t matter
32218,white,other but not too serious about it,scorpio and it&rsquo;s fun to think about
32230,white,judaism but not too serious about it,pisces and it&rsquo;s fun to think about
32235,"asian, black, hispanic / latin, other",other and laughing about it,virgo but it doesn&rsquo;t matter
32244,white,atheism and laughing about it,leo and it&rsquo;s fun to think about
32248,white,agnosticism but not too serious about it,leo and it&rsquo;s fun to think about
32253,"middle eastern, hispanic / latin",other but not too serious about it,aries and it&rsquo;s fun to think about
32258,white,other,sagittarius and it&rsquo;s fun to think about
32265,white,agnosticism and laughing about it,virgo but it doesn&rsquo;t matter
32267,white,judaism but not too serious about it,cancer but it doesn&rsquo;t matter
32272,white,judaism and laughing about it,virgo but it doesn&rsquo;t matter
32273,black,other and somewhat serious about it,cancer and it&rsquo;s fun to think about
32280,"middle eastern, white",agnosticism and laughing about it,pisces and it&rsquo;s fun to think about
32288,asian,other and laughing about it,aries but it doesn&rsquo;t matter
32290,"asian, pacific islander",buddhism but not too serious about it,leo and it&rsquo;s fun to think about
32291,white,other,gemini and it&rsquo;s fun to think about
32305,white,christianity and laughing about it,aquarius but it doesn&rsquo;t matter
32351,white,atheism but not too serious about it,capricorn but it doesn&rsquo;t matter
32364,white,other and laughing about it,leo but it doesn&rsquo;t matter
32370,white,other,leo and it&rsquo;s fun to think about
32375,white,agnosticism but not too serious about it,capricorn but it doesn&rsquo;t matter
32377,white,atheism but not too serious about it,sagittarius but it doesn&rsquo;t matter
32381,white,judaism and somewhat serious about it,capricorn but it doesn&rsquo;t matter
32384,white,atheism,scorpio but it doesn&rsquo;t matter
32386,white,atheism,gemini and it&rsquo;s fun to think about
32399,white,agnosticism and laughing about it,cancer and it matters a lot
32401,white,catholicism but not too serious about it,cancer
32402,white,catholicism but not too serious about it,capricorn and it&rsquo;s fun to think about
32403,"asian, white",agnosticism but not too serious about it,libra and it&rsquo;s fun to think about
32404,white,agnosticism and somewhat serious about it,virgo and it&rsquo;s fun to think about
32406,white,christianity and somewhat serious about it,leo
32408,white,agnosticism and laughing about it,aquarius and it&rsquo;s fun to think about
32414,white,other but not too serious about it,aquarius but it doesn&rsquo;t matter
32438,white,catholicism but not too serious about it,cancer but it doesn&rsquo;t matter
32442,white,other and very serious about it,scorpio and it&rsquo;s fun to think about
32446,white,christianity but not too serious about it,taurus and it&rsquo;s fun to think about
32449,other,agnosticism,scorpio
32453,white,judaism but not too serious about it,aries but it doesn&rsquo;t matter
32454,asian,agnosticism,sagittarius
32462,"asian, white",agnosticism and very serious about it,pisces and it&rsquo;s fun to think about
32473,white,agnosticism,aries and it&rsquo;s fun to think about
32484,white,christianity but not too serious about it,aquarius and it&rsquo;s fun to think about
32499,white,other but not too serious about it,cancer but it doesn&rsquo;t matter
32503,white,atheism and laughing about it,aquarius but it doesn&rsquo;t matter
32509,other,other,leo
32511,white,other and somewhat serious about it,libra and it&rsquo;s fun to think about
32517,white,atheism but not too serious about it,capricorn but it doesn&rsquo;t matter
32560,white,other and very serious about it,aries and it&rsquo;s fun to think about
32572,white,atheism but not too serious about it,pisces but it doesn&rsquo;t matter
32577,white,other and laughing about it,cancer
32580,white,catholicism and somewhat serious about it,sagittarius
32584,white,agnosticism and somewhat serious about it,taurus and it&rsquo;s fun to think about
32606,white,judaism,taurus
32618,white,christianity,libra
32622,white,other,virgo
32623,hispanic / latin,other but not too serious about it,virgo and it&rsquo;s fun to think about
32624,"black, white, other",agnosticism and laughing about it,sagittarius and it&rsquo;s fun to think about
32626,white,other,taurus
32633,white,judaism,gemini
32644,white,atheism and laughing about it,virgo but it doesn&rsquo;t matter
32654,white,atheism but not too serious about it,taurus but it doesn&rsquo;t matter
32655,white,christianity and somewhat serious about it,capricorn but it doesn&rsquo;t matter
32663,white,christianity but not too serious about it,scorpio and it&rsquo;s fun to think about
32664,white,christianity,scorpio
32666,white,judaism but not too serious about it,aquarius but it doesn&rsquo;t matter
32669,hispanic / latin,other and laughing about it,aquarius and it&rsquo;s fun to think about
32673,white,christianity but not too serious about it,cancer
32685,white,atheism,leo but it doesn&rsquo;t matter
32690,middle eastern,catholicism and somewhat serious about it,cancer and it matters a lot
32697,hispanic / latin,other,capricorn
32699,white,agnosticism,virgo
32702,asian,other,sagittarius and it&rsquo;s fun to think about
32716,white,judaism,gemini but it doesn&rsquo;t matter
32718,white,agnosticism and somewhat serious about it,libra but it doesn&rsquo;t matter
32724,white,other and somewhat serious about it,cancer and it&rsquo;s fun to think about
32735,white,other and somewhat serious about it,virgo but it doesn&rsquo;t matter
32761,white,atheism and laughing about it,capricorn and it&rsquo;s fun to think about
32773,white,catholicism and somewhat serious about it,taurus but it doesn&rsquo;t matter
32787,white,christianity and somewhat serious about it,leo and it&rsquo;s fun to think about
32789,white,catholicism and laughing about it,scorpio and it&rsquo;s fun to think about
32793,white,other and somewhat serious about it,scorpio and it&rsquo;s fun to think about
32799,"asian, indian, white, other",christianity and laughing about it,cancer and it&rsquo;s fun to think about
32801,"pacific islander, white",hinduism and somewhat serious about it,pisces and it matters a lot
32804,white,judaism but not too serious about it,libra and it&rsquo;s fun to think about
32825,white,agnosticism but not too serious about it,libra
32844,asian,atheism,aries and it&rsquo;s fun to think about
32847,hispanic / latin,agnosticism and laughing about it,taurus and it&rsquo;s fun to think about
32859,white,other and laughing about it,aquarius and it&rsquo;s fun to think about
32860,white,atheism and very serious about it,virgo but it doesn&rsquo;t matter
32875,white,agnosticism and somewhat serious about it,gemini but it doesn&rsquo;t matter
32876,white,agnosticism and laughing about it,sagittarius
32878,hispanic / latin,christianity but not too serious about it,taurus and it&rsquo;s fun to think about
32882,white,catholicism,capricorn
32908,white,christianity but not too serious about it,sagittarius and it&rsquo;s fun to think about
32912,black,agnosticism,leo and it&rsquo;s fun to think about
32915,asian,catholicism and laughing about it,sagittarius and it&rsquo;s fun to think about
32921,white,agnosticism,scorpio but it doesn&rsquo;t matter
32926,white,catholicism but not too serious about it,gemini but it doesn&rsquo;t matter
32931,white,catholicism but not too serious about it,gemini
32933,hispanic / latin,catholicism but not too serious about it,aries but it doesn&rsquo;t matter
32943,white,agnosticism but not too serious about it,aries and it&rsquo;s fun to think about
32945,other,other,sagittarius but it doesn&rsquo;t matter
32951,white,catholicism and laughing about it,cancer but it doesn&rsquo;t matter
32952,white,christianity but not too serious about it,gemini and it&rsquo;s fun to think about
32956,asian,christianity and very serious about it,taurus and it&rsquo;s fun to think about
32958,white,agnosticism,sagittarius
32980,"middle eastern, native american, hispanic / latin, white, other",christianity and somewhat serious about it,capricorn but it doesn&rsquo;t matter
32988,white,agnosticism and laughing about it,capricorn but it doesn&rsquo;t matter
33016,white,other,leo but it doesn&rsquo;t matter
33019,hispanic / latin,catholicism,aries
33022,white,catholicism but not too serious about it,taurus and it&rsquo;s fun to think about
33023,white,christianity and somewhat serious about it,capricorn and it&rsquo;s fun to think about
33025,"hispanic / latin, white",catholicism but not too serious about it,scorpio and it&rsquo;s fun to think about
