age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks,id
45,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,white,70.0,-1,executive / management,2012-06-24-21-34,"san francisco, california",has a kid,has dogs and has cats,christianity but not too serious about it,capricorn and it&rsquo;s fun to think about,no,english (fluently),33129
56,single,f,straight,thin,mostly anything,rarely,never,graduated from high school,white,62.0,-1,hospitality / travel,2012-06-30-17-41,"san francisco, california","has kids, but doesn't want more",likes dogs and has cats,other but not too serious about it,sagittarius but it doesn&rsquo;t matter,no,english,33131
51,single,m,straight,a little extra,mostly anything,socially,never,graduated from college/university,white,60.0,-1,computer / hardware / software,2012-06-17-10-13,"san mateo, california",has a kid,likes dogs and likes cats,christianity and somewhat serious about it,aries but it doesn&rsquo;t matter,no,english (fluently),33136
33,single,m,straight,average,strictly anything,socially,never,graduated from two-year college,"hispanic / latin, white",76.0,-1,construction / craftsmanship,2012-06-19-19-06,"san francisco, california",has a kid,has dogs and has cats,catholicism but not too serious about it,aquarius,yes,"english (fluently), spanish (fluently), sign language (poorly), c++ (poorly)",33137
53,single,m,gay,a little extra,anything,socially,never,graduated from two-year college,white,69.0,-1,executive / management,2012-06-30-00-38,"san francisco, california",doesn't want kids,has dogs,agnosticism,aquarius,no,english,33138
25,single,m,straight,athletic,strictly anything,socially,never,graduated from college/university,asian,70.0,-1,science / tech / engineering,2012-06-27-12-37,"mountain view, california","doesn't have kids, but might want them",likes dogs,atheism and laughing about it,libra,when drinking,"english (poorly), lisp (poorly), c++ (poorly), vietnamese (poorly)",33141
37,single,m,straight,athletic,mostly anything,socially,never,working on masters program,white,73.0,150000,science / tech / engineering,2012-06-30-09-16,"san francisco, california",has a kid,likes dogs,agnosticism,pisces and it&rsquo;s fun to think about,no,english (fluently),33145
37,single,m,straight,athletic,mostly anything,socially,sometimes,graduated from masters program,asian,65.0,-1,executive / management,2012-06-30-16-21,"san francisco, california",doesn't have kids,likes dogs and likes cats,agnosticism and somewhat serious about it,aries and it&rsquo;s fun to think about,when drinking,"english, portuguese (okay), chinese (fluently), spanish (okay), mongolian (poorly)",33150
30,single,m,straight,rather not say,anything,rarely,never,graduated from high school,white,74.0,-1,other,2012-06-30-22-11,"martinez, california","doesn't have kids, but might want them",has cats,other,scorpio and it&rsquo;s fun to think about,yes,english,33153
28,single,f,straight,fit,mostly vegetarian,not at all,never,graduated from masters program,white,67.0,-1,medicine / health,2012-06-30-09-52,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,other,leo,no,english,33161
34,single,f,straight,curvy,anything,socially,never,working on two-year college,hispanic / latin,68.0,-1,sales / marketing / biz dev,2011-07-05-12-07,"san francisco, california",doesn't want kids,likes dogs and dislikes cats,catholicism but not too serious about it,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",33162
33,single,f,straight,normal,vegetarian,socially,never,working on ph.d program,"native american, hispanic / latin, white",61.0,-1,student,2012-06-27-16-03,"emeryville, california","doesn't have kids, but wants them",dislikes cats,other and very serious about it,leo and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",33180
31,single,m,straight,fit,strictly anything,socially,never,graduated from college/university,white,72.0,100000,science / tech / engineering,2012-06-29-23-57,"san francisco, california",might want kids,likes dogs and likes cats,agnosticism and laughing about it,sagittarius but it doesn&rsquo;t matter,no,"english, italian (poorly), c++ (fluently)",33190
33,single,f,straight,fit,anything,socially,never,graduated from masters program,asian,66.0,-1,banking / financial / real estate,2012-06-30-10-15,"san francisco, california",doesn't have kids,likes dogs and likes cats,agnosticism but not too serious about it,taurus but it doesn&rsquo;t matter,no,english,33202
26,single,f,straight,average,mostly anything,socially,sometimes,graduated from masters program,white,65.0,-1,other,2012-06-28-22-57,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,atheism,cancer,no,"english (fluently), spanish (fluently), french (okay), german (okay), hebrew (poorly)",33221
57,single,f,straight,athletic,mostly other,not at all,sometimes,graduated from masters program,white,68.0,-1,medicine / health,2012-06-14-15-13,"fairfax, california","has a kid, but doesn't want more",likes dogs and likes cats,buddhism and laughing about it,sagittarius and it&rsquo;s fun to think about,no,english (fluently),33238
39,single,f,straight,thin,mostly anything,socially,never,graduated from college/university,white,67.0,-1,banking / financial / real estate,2012-06-30-22-14,"san leandro, california",has a kid,has dogs,agnosticism and very serious about it,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",33245
26,single,m,straight,thin,anything,not at all,never,dropped out of two-year college,white,75.0,-1,artistic / musical / writer,2012-01-01-15-46,"san francisco, california",doesn't want kids,likes dogs and likes cats,other and laughing about it,gemini and it&rsquo;s fun to think about,trying to quit,"english (fluently), spanish (poorly)",33246
37,single,m,straight,average,strictly anything,socially,never,graduated from law school,white,67.0,-1,sales / marketing / biz dev,2012-06-27-17-13,"san francisco, california",has a kid,has dogs,judaism but not too serious about it,capricorn but it doesn&rsquo;t matter,no,english,33249
31,single,f,straight,normal,anything,often,sometimes,dropped out of college/university,white,68.0,-1,hospitality / travel,2012-06-29-17-33,"san francisco, california",doesn't want kids,likes dogs,catholicism and laughing about it,scorpio and it&rsquo;s fun to think about,when drinking,english,33261
41,single,f,straight,full figured,anything,socially,never,graduated from college/university,white,66.0,-1,other,2012-06-27-14-03,"redwood city, california",doesn't have kids,likes dogs and has cats,christianity but not too serious about it,gemini and it&rsquo;s fun to think about,no,english,33275
23,single,f,straight,skinny,strictly vegan,socially,sometimes,graduated from college/university,asian,61.0,-1,hospitality / travel,2012-06-25-22-51,"berkeley, california","doesn't have kids, and doesn't want any",dislikes dogs and dislikes cats,buddhism but not too serious about it,leo and it matters a lot,yes,"english (fluently), chinese (poorly)",33279
38,single,f,bisexual,average,anything,rarely,never,graduated from masters program,white,68.0,-1,artistic / musical / writer,2012-06-29-18-47,"san francisco, california",might want kids,likes dogs and likes cats,other and laughing about it,gemini and it&rsquo;s fun to think about,no,english (fluently),33281
20,single,f,bisexual,fit,strictly vegetarian,not at all,never,working on college/university,white,65.0,-1,student,2012-06-30-16-12,"berkeley, california","doesn't have kids, and doesn't want any",has dogs and dislikes cats,judaism but not too serious about it,taurus but it doesn&rsquo;t matter,no,"english (fluently), hebrew (okay), spanish (okay)",33293
22,single,m,straight,average,mostly anything,not at all,never,graduated from college/university,"black, native american, white, other",68.0,-1,artistic / musical / writer,2012-06-30-22-16,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,christianity and very serious about it,capricorn and it matters a lot,no,"english, irish (fluently), latin (okay), swahili (fluently), tagalog (poorly)",33313
22,single,f,straight,average,anything,socially,sometimes,graduated from college/university,white,65.0,-1,education / academia,2012-06-25-21-46,"oakland, california",doesn't have kids,likes dogs and likes cats,christianity but not too serious about it,leo but it doesn&rsquo;t matter,no,english,33320
36,single,f,straight,average,mostly anything,socially,never,graduated from masters program,hispanic / latin,62.0,-1,education / academia,2012-06-19-21-22,"oakland, california","doesn't have kids, but wants them",has dogs,catholicism,gemini but it doesn&rsquo;t matter,no,english (fluently),33329
35,single,m,gay,average,vegetarian,very often,sometimes,dropped out of college/university,white,67.0,30000,medicine / health,2012-02-25-15-18,"san francisco, california",doesn't want kids,likes dogs and has cats,atheism and very serious about it,pisces and it&rsquo;s fun to think about,no,english,33341
45,single,f,straight,full figured,anything,socially,never,graduated from masters program,black,64.0,-1,political / government,2012-05-20-08-22,"belmont, california",doesn't have kids,has dogs,christianity but not too serious about it,cancer but it doesn&rsquo;t matter,no,english,33345
54,single,f,straight,fit,mostly anything,socially,never,graduated from masters program,white,68.0,-1,sales / marketing / biz dev,2012-06-30-18-49,"san francisco, california",doesn't have kids,likes dogs and likes cats,christianity but not too serious about it,taurus but it doesn&rsquo;t matter,no,english (fluently),33348
28,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,white,73.0,-1,transportation,2012-06-29-08-23,"el cerrito, california","doesn't have kids, but might want them",likes cats,agnosticism but not too serious about it,taurus but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), french (poorly)",33350
